tweet_ID,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,valence_intensity,anger_intensity,fear_intensity,sadness_intensity,joy_intensity,sentiment_category,emotion_category,keyword_used,user_ID
1275872527198220289,1,0,0,0,0,0,0,0,0,0,0.542,0.369,0.386,0.34299999999999997,0.342,positive,joy,covid,1270920894286671877
1271376593521385473,1,0,0,0,0,0,0,0,0,0,0.626,0.319,0.313,0.32,0.41200000000000003,positive,joy,covid,853223019233382401
1247675689723138048,1,1,1,1,1,1,1,1,1,1,0.305,0.544,0.7070000000000001,0.609,0.16,negative,fear,covid,437936639
1251327016277815296,1,1,0,0,0,0,0,0,0,0,0.418,0.501,0.44299999999999995,0.4270000000000001,0.282,negative,anger,covid,1023779690157199360
1246444960808931334,1,0,1,0,0,0,0,0,0,0,0.523,0.396,0.386,0.35,0.34,positive,joy,corona,30923567
1277935154540011524,1,1,0,0,0,0,0,0,0,0,0.34,0.54,0.542,0.526,0.214,negative,fear,covid,1270394067776688128
1244467000677564418,0,1,1,1,0,0,0,0,0,0,0.3670000000000001,0.499,0.545,0.485,0.213,negative,fear,covid,497594241
1245379685372043266,0,1,0,0,0,0,0,0,0,1,0.271,0.484,0.7170000000000001,0.5479999999999999,0.172,very negative,fear,covid,587722176
1268902461189881858,1,1,0,0,0,0,0,0,0,0,0.326,0.599,0.5579999999999999,0.522,0.242,negative,anger,covid,53664305
1243174271876239364,1,1,1,0,0,0,0,0,0,0,0.496,0.44799999999999995,0.395,0.4,0.309,neutral,no specific emotion,covid,2430636986
1275319872512294914,1,0,0,1,0,0,0,0,0,0,0.457,0.425,0.259,0.34600000000000003,0.3720000000000001,negative,anger,covid,23509899
1258439426373496833,0,1,0,0,0,0,0,0,0,0,0.342,0.501,0.46799999999999997,0.49,0.22699999999999998,negative,anger,covid,147763423
1253782965064269826,1,0,0,1,0,0,0,0,0,0,0.311,0.618,0.511,0.529,0.193,negative,anger,corona,2369902675
1238709457674063872,1,0,0,0,0,0,0,0,0,0,0.698,0.242,0.22899999999999998,0.228,0.595,positive,joy,corona,4199175314
1266111492878995468,1,1,1,1,1,1,1,1,1,1,0.358,0.504,0.41,0.465,0.228,negative,anger,covid,185482340
1287798039537692674,0,1,1,0,0,0,0,0,0,0,0.47,0.446,0.449,0.431,0.238,negative,fear,covid,48010280
1246615092449308672,1,0,0,0,0,0,0,0,0,0,0.39299999999999996,0.465,0.465,0.501,0.28600000000000003,negative,sadness,covid,934205072057155584
1275835796118016000,0,1,1,0,0,0,0,0,0,0,0.409,0.522,0.45399999999999996,0.435,0.242,negative,anger,covid,1033684383000088577
1278872967104077824,1,0,0,0,0,0,0,0,0,0,0.513,0.426,0.44,0.395,0.392,neutral,no specific emotion,corona,1486123621
1265023836224999425,1,1,0,0,0,0,0,0,0,0,0.509,0.3670000000000001,0.384,0.396,0.301,neutral,no specific emotion,covid,282558469
1271015440102428680,1,1,0,0,0,0,0,0,0,0,0.589,0.34,0.315,0.317,0.373,positive,joy,covid,1177507498460237827
1270988435491151872,1,0,0,0,0,1,0,0,0,0,0.35600000000000004,0.491,0.511,0.41200000000000003,0.192,negative,fear,covid,801824695385346049
1268156279194861569,0,1,0,0,0,0,0,0,0,0,0.366,0.499,0.479,0.47,0.192,negative,anger,covid,1243222255083159559
1256244684889960449,0,1,1,0,0,0,0,0,0,0,0.32299999999999995,0.456,0.5379999999999999,0.565,0.155,negative,sadness,covid,15752446
1265042919628705792,1,1,1,1,1,1,0,0,0,0,0.424,0.373,0.461,0.34600000000000003,0.254,negative,fear,covid,1252211219433488385
1235320008227553280,0,1,0,0,0,1,0,0,0,0,0.345,0.501,0.5660000000000001,0.485,0.161,negative,fear,wuhan,1020058453
1288174756366295043,1,1,0,0,0,0,0,0,0,0,0.483,0.4920000000000001,0.418,0.387,0.337,neutral,no specific emotion,covid,715015770560790528
1258106704085975040,0,1,0,0,0,0,0,0,0,0,0.36200000000000004,0.47200000000000003,0.45399999999999996,0.389,0.204,negative,anger,covid,1243472708811317248
1275532609636851712,0,1,0,0,0,0,0,0,0,0,0.39799999999999996,0.485,0.48100000000000004,0.493,0.231,negative,sadness,covid,4916892991
1269546166095622144,1,1,1,1,0,0,0,0,0,0,0.544,0.38799999999999996,0.375,0.39399999999999996,0.3670000000000001,positive,joy,covid,1181140258324439040
1242419769422295041,1,1,0,0,0,0,0,0,0,0,0.415,0.541,0.433,0.455,0.24600000000000002,negative,anger,corona,1692152672
1261079934027644930,1,1,1,0,0,0,0,0,0,0,0.28,0.64,0.6509999999999999,0.598,0.154,very negative,fear,covid,69163320
1259525044864049153,1,0,1,0,0,0,0,0,0,0,0.349,0.517,0.652,0.539,0.205,negative,fear,covid,24731296
1245897696344489986,0,1,0,0,0,0,0,0,0,0,0.32299999999999995,0.7020000000000001,0.618,0.596,0.203,negative,anger,corona,1240524314799153152
1258480672928403457,0,1,0,1,0,0,0,0,0,0,0.402,0.502,0.47100000000000003,0.414,0.271,negative,anger,covid,1244686921604796416
1270010283445022721,1,0,0,0,0,0,0,0,0,0,0.5770000000000001,0.35700000000000004,0.43,0.33799999999999997,0.4,positive,joy,corona,1054988224232349696
1240118380176257024,1,0,0,0,0,0,0,0,0,0,0.262,0.608,0.498,0.55,0.129,very negative,anger,covid,545096743
1282413639715237889,1,1,1,1,1,1,1,1,1,1,0.562,0.309,0.34600000000000003,0.28300000000000003,0.4,positive,joy,covid,1072534912303951873
1281183136789999616,1,0,0,0,0,0,0,0,0,0,0.491,0.449,0.387,0.381,0.328,neutral,no specific emotion,covid,2569578693
1258418780755111938,1,1,1,0,0,0,0,0,0,0,0.537,0.36200000000000004,0.244,0.309,0.41100000000000003,positive,joy,covid,1276743138
1245381206650183684,1,1,1,1,0,0,0,0,0,0,0.385,0.684,0.54,0.49,0.37799999999999995,negative,anger,covid,1203462567861084160
1249487603251937280,1,1,0,0,0,0,0,0,0,0,0.526,0.376,0.4270000000000001,0.428,0.395,positive,joy,covid,1245966679277998082
1288564346935681025,1,0,0,1,0,0,0,0,0,0,0.614,0.414,0.328,0.358,0.527,positive,joy,covid,158762225
1242183234269728770,1,1,0,0,0,0,0,0,0,0,0.389,0.49,0.5479999999999999,0.518,0.257,negative,fear,covid,216802451
1270839426449641480,0,1,0,0,0,0,0,0,0,0,0.525,0.337,0.38799999999999996,0.344,0.322,positive,joy,covid,73900420
1240774186282475520,0,1,0,0,0,0,0,0,0,0,0.42,0.518,0.486,0.46299999999999997,0.354,negative,anger,covid,28132967
1262617111119253504,1,1,1,1,1,1,1,1,1,1,0.524,0.32899999999999996,0.28600000000000003,0.29600000000000004,0.457,positive,joy,covid,17843236
1289101079775412227,1,0,0,0,0,0,0,0,0,0,0.565,0.38,0.426,0.379,0.3720000000000001,positive,joy,covid,1055885257415843842
1251525303027073024,1,0,0,0,0,0,0,0,0,0,0.456,0.45799999999999996,0.506,0.502,0.32,negative,fear,corona,1246538128120299521
1255776845770915840,1,1,0,0,0,0,0,0,0,0,0.35,0.574,0.539,0.522,0.254,negative,anger,corona,1058142400026198016
1242609041169358848,0,1,0,0,0,0,0,0,0,0,0.40399999999999997,0.4920000000000001,0.442,0.423,0.20199999999999999,negative,anger,corona,634176396
1246592312832131074,0,1,0,1,0,0,0,0,0,0,0.45399999999999996,0.462,0.5,0.45399999999999996,0.332,negative,fear,covid,883261078800551936
1250071548075151361,1,0,1,0,0,0,0,0,0,0,0.537,0.41,0.382,0.35700000000000004,0.363,positive,joy,corona,1213227541072240640
1260965906567528451,0,1,1,1,0,0,0,0,0,0,0.318,0.594,0.5720000000000001,0.502,0.204,negative,anger,wuhan,1049810810279813120
1235877320558284800,1,0,0,0,0,0,0,0,0,0,0.39299999999999996,0.51,0.479,0.449,0.24100000000000002,negative,anger,covid,278405948
1243148426990125056,1,0,0,0,0,0,0,0,0,0,0.586,0.36200000000000004,0.379,0.331,0.39399999999999996,positive,joy,wuhan,761018053572255744
1250175859446763522,0,0,0,1,0,0,0,0,0,0,0.439,0.47200000000000003,0.467,0.47600000000000003,0.287,negative,sadness,covid,732786231906553859
1240249632627863552,1,0,0,0,0,0,0,0,0,0,0.386,0.4970000000000001,0.47600000000000003,0.405,0.254,negative,anger,wuhan,144564702
1249660758666784769,1,0,0,0,0,0,0,0,0,0,0.55,0.327,0.415,0.348,0.371,positive,joy,covid,14467477
1264222743148425217,1,0,1,0,0,0,0,0,0,0,0.245,0.7340000000000001,0.5,0.4970000000000001,0.13699999999999998,very negative,anger,covid,994659909705887746
1283905831902248960,1,1,0,0,0,0,0,0,0,0,0.412,0.519,0.495,0.429,0.252,negative,anger,covid,3426553762
1250326705706651651,1,0,1,0,0,0,0,0,0,0,0.349,0.491,0.528,0.45299999999999996,0.198,negative,fear,corona,363817087
1240759511838752769,0,1,0,0,0,0,0,0,0,0,0.5670000000000001,0.306,0.34,0.34,0.436,positive,joy,covid,2297837819
1240691131496542210,0,1,0,0,0,0,0,0,0,0,0.556,0.414,0.366,0.365,0.423,positive,joy,covid,1262613990
1263577173421670401,1,0,0,0,0,0,0,0,0,0,0.51,0.31,0.332,0.33899999999999997,0.312,neutral,no specific emotion,covid,448385762
1246943793670230022,1,1,0,0,0,0,0,0,0,0,0.40299999999999997,0.446,0.491,0.444,0.196,negative,fear,covid,74831215
1237762799381684224,1,1,0,0,0,0,0,0,0,0,0.43,0.45,0.44,0.39899999999999997,0.289,negative,anger,corona,100306054
1265636062724083712,0,1,1,1,0,0,0,0,0,0,0.396,0.452,0.519,0.4920000000000001,0.304,negative,fear,covid,782413784
1288867298850344960,1,1,0,1,0,0,1,0,0,0,0.51,0.378,0.534,0.436,0.358,neutral,no specific emotion,covid,988980916688162816
1237992348233224194,1,1,0,0,0,0,0,0,0,0,0.542,0.34,0.317,0.33399999999999996,0.36,positive,joy,corona,1202822731630178304
1260557947056402433,1,0,1,0,0,0,0,0,0,0,0.568,0.312,0.344,0.265,0.389,positive,joy,covid,390065489
1256523044845223937,1,0,0,0,0,0,0,0,0,0,0.304,0.5920000000000001,0.62,0.625,0.218,negative,sadness,covid,34955929
1263929585865043969,1,1,1,1,1,1,1,1,1,1,0.5539999999999999,0.34299999999999997,0.389,0.29600000000000004,0.335,positive,joy,corona,1050852057702457344
1286338873841324039,1,0,0,0,0,0,0,0,0,0,0.529,0.368,0.295,0.368,0.31,positive,joy,corona,1241397503972515841
1254137655585112064,1,0,0,0,1,0,0,0,0,0,0.353,0.441,0.574,0.512,0.209,negative,fear,covid,20642088
1254922041557311490,1,0,0,0,0,0,0,0,0,0,0.53,0.358,0.451,0.382,0.331,positive,joy,covid,550041197
1287843740321746945,1,0,1,0,0,0,0,0,0,0,0.37,0.485,0.539,0.487,0.184,negative,fear,covid,2424440299
1263450210723704832,1,0,1,0,0,0,0,0,0,0,0.504,0.415,0.45899999999999996,0.35600000000000004,0.368,neutral,no specific emotion,covid,2884010290
1272860666035146757,1,1,1,0,0,0,0,0,0,0,0.344,0.578,0.532,0.47100000000000003,0.21600000000000005,negative,anger,covid,1182033581755031552
1271200993787686912,1,1,0,0,0,0,0,0,0,0,0.503,0.4970000000000001,0.42200000000000004,0.395,0.281,neutral,no specific emotion,covid,1147240847928377344
1258762674411917312,0,1,1,0,1,0,0,0,0,0,0.596,0.355,0.267,0.331,0.358,positive,joy,covid,1691132418
1256541129929035777,0,0,1,0,0,0,0,0,0,0,0.541,0.273,0.292,0.331,0.3720000000000001,positive,joy,nCoV,364852361
1284505845980712960,1,0,0,0,0,0,0,0,0,0,0.261,0.589,0.509,0.521,0.132,very negative,anger,corona,1277173089072304129
1246315451120058369,1,0,0,0,0,0,0,0,0,0,0.28800000000000003,0.588,0.594,0.5579999999999999,0.21100000000000002,very negative,fear,corona,299511737
1276546562232107008,1,1,0,0,0,0,0,0,0,0,0.322,0.5,0.607,0.55,0.17800000000000002,negative,fear,wuhan,1961756509
1275184978121424897,1,1,0,0,0,0,1,0,0,0,0.517,0.375,0.33799999999999997,0.331,0.3720000000000001,neutral,no specific emotion,covid,21735948
1278625331579023360,1,1,0,0,0,0,0,0,0,0,0.5720000000000001,0.358,0.387,0.353,0.403,positive,joy,covid,251008339
1276239491569770503,1,1,0,0,0,0,0,0,0,0,0.639,0.371,0.27699999999999997,0.33,0.499,positive,joy,covid,3196494064
1238877274792960000,1,1,0,0,0,0,0,0,0,0,0.552,0.373,0.324,0.33,0.406,positive,joy,corona,937531340592881664
1232721262646001666,1,0,0,0,0,0,0,0,0,0,0.498,0.419,0.614,0.409,0.344,neutral,no specific emotion,corona,1162788861321388032
1250077891276222465,0,1,0,0,0,0,0,0,0,0,0.53,0.35100000000000003,0.408,0.33399999999999996,0.366,positive,joy,covid,1207198183245389824
1253301061785395200,0,1,0,1,0,0,0,0,0,0,0.621,0.32799999999999996,0.28800000000000003,0.327,0.48,positive,joy,covid,2427989541
1281082345945096193,1,1,0,0,0,0,0,0,0,0,0.55,0.336,0.491,0.358,0.421,positive,joy,covid,2451476942
1246779689273659392,1,0,0,0,0,0,0,0,0,0,0.48200000000000004,0.474,0.457,0.424,0.294,neutral,no specific emotion,corona,1161003522692829184
1258011449047289857,0,1,0,0,0,0,0,1,0,0,0.409,0.46299999999999997,0.588,0.48,0.272,negative,fear,corona,1040811073543200768
1241471193959378944,0,1,0,0,0,0,0,0,0,0,0.551,0.39399999999999996,0.436,0.418,0.41,positive,joy,covid,2288994417
1251574943730536448,1,0,1,0,0,0,0,0,0,0,0.583,0.34,0.392,0.34600000000000003,0.435,positive,joy,covid,17613674
1272576155636207618,0,1,0,0,0,0,0,0,0,0,0.5329999999999999,0.40399999999999997,0.308,0.3670000000000001,0.395,positive,joy,corona,111023313
1278292222543347712,0,1,0,0,0,0,0,0,0,0,0.392,0.4270000000000001,0.45399999999999996,0.473,0.16899999999999998,negative,sadness,covid,1122052645
1233160387572436992,1,0,0,0,0,0,0,0,0,0,0.37799999999999995,0.37,0.532,0.428,0.204,negative,fear,corona,104208920
1263700971621769217,1,1,0,0,0,0,0,0,0,0,0.47,0.44,0.52,0.469,0.336,negative,fear,corona,3249373823
1263156252533764096,1,0,0,0,0,0,0,0,0,0,0.439,0.44,0.48,0.429,0.23600000000000002,negative,fear,covid,24280588
1258896115946196993,1,1,0,0,0,0,0,0,0,0,0.595,0.413,0.37,0.39,0.45899999999999996,positive,joy,corona,174950020
1280579074788700160,1,0,1,0,0,0,0,0,0,0,0.466,0.57,0.447,0.433,0.331,negative,anger,covid,246042297
1253074973352235015,1,0,0,1,0,0,0,0,0,0,0.535,0.34299999999999997,0.429,0.374,0.311,positive,joy,covid,705323768864833537
1244708503245271042,0,0,1,1,0,0,0,0,0,0,0.35200000000000004,0.598,0.615,0.5589999999999999,0.207,negative,fear,covid,2802305416
1281639231849463808,0,1,0,0,0,0,0,0,0,0,0.419,0.468,0.413,0.443,0.282,negative,anger,covid,1255624123239280643
1288875312004993024,1,0,0,0,0,0,0,0,0,0,0.305,0.705,0.47,0.484,0.205,negative,anger,covid,1191716495681712128
1231808505452982272,0,1,1,0,0,0,0,0,0,0,0.424,0.387,0.599,0.409,0.27399999999999997,negative,fear,covid,325096370
1262080136247218176,1,0,1,0,0,0,0,0,0,0,0.664,0.325,0.41700000000000004,0.302,0.444,positive,joy,covid,823072304
1289181510344429569,1,0,1,0,0,0,0,0,0,0,0.389,0.532,0.465,0.485,0.159,negative,anger,covid,1178778172797652992
1269349521420517376,0,1,1,0,0,0,0,0,0,0,0.425,0.46799999999999997,0.413,0.418,0.248,negative,anger,covid,747589556145262592
1275389205804470274,1,0,0,0,0,0,0,0,0,0,0.49,0.456,0.488,0.401,0.32799999999999996,neutral,no specific emotion,corona,185159449
1240385488139272193,1,0,0,0,0,0,0,0,0,0,0.48,0.3720000000000001,0.284,0.361,0.33799999999999997,neutral,no specific emotion,covid,2847346744
1236026190630211584,0,1,0,0,0,0,0,0,0,0,0.361,0.493,0.58,0.4920000000000001,0.285,negative,fear,covid,3412763111
1279245283302481925,1,1,1,1,1,1,1,1,1,1,0.457,0.301,0.292,0.293,0.254,negative,anger,covid,1208437765723115521
1241433630389481472,1,1,0,0,0,0,0,0,0,0,0.41700000000000004,0.39799999999999996,0.536,0.433,0.299,negative,fear,covid,266092767
1258401515779305475,1,0,0,0,1,0,0,0,0,0,0.524,0.34600000000000003,0.361,0.289,0.371,positive,joy,covid,3306265728
1279001666222784512,1,0,1,0,0,0,0,0,0,0,0.311,0.4970000000000001,0.589,0.5489999999999999,0.266,negative,fear,covid,1068791344817147904
1247521307786240002,1,0,1,0,0,0,0,0,0,0,0.39899999999999997,0.46,0.446,0.426,0.256,negative,anger,covid,1112771870531694600
1237409948788764677,0,1,0,1,0,0,1,0,0,0,0.335,0.525,0.599,0.55,0.122,negative,fear,wuhan,2455191163
1251048359437250560,0,1,0,0,0,0,0,0,0,0,0.36,0.48700000000000004,0.48100000000000004,0.532,0.228,negative,sadness,covid,720064638
1276329510707892225,1,1,1,1,1,1,1,1,1,1,0.43,0.423,0.365,0.361,0.259,negative,anger,covid,70290019
1244895756252676096,0,1,1,0,0,0,0,0,0,0,0.648,0.278,0.284,0.262,0.46399999999999997,positive,joy,corona,1888788230
1242528937600745473,1,1,0,0,0,0,0,0,0,0,0.42,0.34600000000000003,0.349,0.276,0.268,negative,fear,covid,996120682420465664
1285063151227211776,1,1,1,1,0,0,0,0,0,0,0.624,0.25,0.242,0.308,0.546,positive,joy,covid,3433858894
1256986576107769856,1,1,0,0,0,0,0,0,0,0,0.45,0.462,0.4320000000000001,0.37799999999999995,0.253,negative,anger,covid,746631252
1249017044508585987,1,1,0,0,0,0,0,0,0,0,0.494,0.40700000000000003,0.493,0.414,0.3670000000000001,neutral,no specific emotion,covid,2882405500
1260359002229223424,1,1,0,0,0,0,0,0,0,0,0.433,0.46299999999999997,0.46299999999999997,0.402,0.314,negative,anger,covid,867425578265317377
1238172670857867264,0,1,1,0,0,0,0,0,0,0,0.345,0.541,0.515,0.4920000000000001,0.23199999999999998,negative,anger,covid,3406019428
1255352348018343937,1,0,0,0,0,0,0,0,0,0,0.441,0.45899999999999996,0.565,0.45799999999999996,0.264,negative,fear,covid,601325823
1250189589593153537,1,0,0,0,0,0,0,0,0,0,0.546,0.423,0.377,0.337,0.35100000000000003,positive,joy,covid,1047916044931813377
1243551247090794500,1,0,0,0,0,0,0,0,0,0,0.341,0.4920000000000001,0.502,0.46399999999999997,0.21,negative,fear,corona,747873936436760576
1250718447429959681,0,1,0,0,0,0,0,0,0,0,0.467,0.434,0.36200000000000004,0.34600000000000003,0.294,negative,anger,covid,115681686
1245971478035804162,1,0,1,0,0,0,0,0,0,0,0.511,0.444,0.379,0.342,0.33,neutral,no specific emotion,corona,109604915
1261589116023701504,1,1,0,0,0,0,0,0,0,0,0.35600000000000004,0.523,0.498,0.47200000000000003,0.213,negative,anger,corona,69796918
1262455545119850497,1,0,0,0,0,0,0,0,0,0,0.37799999999999995,0.489,0.5379999999999999,0.46,0.20800000000000002,negative,fear,corona,603148447
1243071033667661824,0,1,1,0,0,0,0,0,0,0,0.494,0.28600000000000003,0.386,0.344,0.322,neutral,no specific emotion,covid,783214744463257600
1249618787520872448,0,1,0,0,0,0,0,0,0,0,0.38,0.414,0.624,0.47,0.16899999999999998,negative,fear,covid,320803895
1268914869417304064,0,0,1,0,0,1,0,0,0,0,0.316,0.568,0.509,0.55,0.14,negative,anger,covid,85002295
1244278242367934465,1,1,1,1,1,1,1,1,1,1,0.502,0.363,0.345,0.307,0.37,neutral,no specific emotion,covid,585807608
1248447272607780864,1,0,0,1,0,0,0,0,0,0,0.41,0.524,0.5529999999999999,0.434,0.212,negative,fear,corona,1094327759571169281
1254301190571069440,1,1,1,1,1,0,0,0,0,0,0.45,0.385,0.39799999999999996,0.415,0.179,negative,sadness,corona,1249613321302614020
1288811311514755074,1,1,1,1,1,1,1,1,1,1,0.25,0.6459999999999999,0.485,0.597,0.196,very negative,anger,covid,965394953500274693
1252117577804812290,1,0,0,0,0,0,0,0,0,0,0.45399999999999996,0.473,0.428,0.385,0.257,negative,anger,covid,929380003
1263128079125434368,0,0,1,0,0,0,0,0,0,0,0.4320000000000001,0.376,0.684,0.503,0.249,negative,fear,covid,753234898547204096
1252858910249082882,0,1,0,0,0,0,0,0,0,0,0.473,0.467,0.424,0.446,0.317,negative,anger,covid,1244199753656631297
1261500867292696576,1,0,0,0,0,0,0,0,0,0,0.41700000000000004,0.494,0.466,0.424,0.306,negative,anger,covid,791901679
1237941506247258123,0,1,0,0,0,0,0,0,0,0,0.377,0.47200000000000003,0.784,0.53,0.223,negative,fear,covid,529502924
1259948933893275648,1,0,0,0,0,0,0,0,0,0,0.5539999999999999,0.38799999999999996,0.41,0.35200000000000004,0.353,positive,joy,covid,860916159587078144
1272689188031221760,1,0,0,0,0,0,0,0,0,0,0.607,0.342,0.366,0.349,0.40399999999999997,positive,joy,covid,124224165
1286352767871746054,1,0,0,0,0,0,0,0,0,0,0.555,0.38,0.382,0.358,0.475,positive,joy,covid,1085333216750297089
1228138125727272960,1,1,1,1,0,0,0,0,0,0,0.38799999999999996,0.418,0.498,0.4320000000000001,0.182,negative,fear,wuhan,850985389590556672
1243795034043863046,1,0,0,0,0,0,0,0,0,0,0.515,0.38799999999999996,0.462,0.426,0.34700000000000003,neutral,no specific emotion,corona,1170264130223136768
1264383105999257600,1,1,0,0,0,0,0,0,0,0,0.38799999999999996,0.48200000000000004,0.4320000000000001,0.462,0.263,negative,anger,corona,950521642194817026
1255034880880250880,1,0,1,0,0,0,0,0,0,0,0.603,0.292,0.32299999999999995,0.262,0.40399999999999997,positive,joy,corona,1213856470187425792
1242994525657849857,1,0,1,0,0,0,0,0,0,1,0.302,0.57,0.574,0.557,0.151,negative,fear,covid,2773848960
1271498865657753602,0,1,0,1,0,0,0,0,0,0,0.444,0.498,0.494,0.442,0.335,negative,anger,covid,1250637272560668675
1286092978516361218,1,1,0,0,0,0,0,0,0,0,0.466,0.485,0.527,0.466,0.366,negative,fear,covid,22725289
